ID,Category,cluster_id
27004930,BUSINESS-DEVELOPMENT,4
12230301,BUSINESS-DEVELOPMENT,4
59696315,BUSINESS-DEVELOPMENT,4
20633855,BUSINESS-DEVELOPMENT,4
18311419,BUSINESS-DEVELOPMENT,4
16091352,BUSINESS-DEVELOPMENT,2
27375577,BUSINESS-DEVELOPMENT,8
25813953,BUSINESS-DEVELOPMENT,2
76916835,BUSINESS-DEVELOPMENT,2
17730889,BUSINESS-DEVELOPMENT,2
67501448,BUSINESS-DEVELOPMENT,4
17421910,BUSINESS-DEVELOPMENT,4
12632728,BUSINESS-DEVELOPMENT,4
91467795,BUSINESS-DEVELOPMENT,4
13574264,BUSINESS-DEVELOPMENT,4
27139412,BUSINESS-DEVELOPMENT,4
14070138,BUSINESS-DEVELOPMENT,4
15811992,BUSINESS-DEVELOPMENT,4
14871762,BUSINESS-DEVELOPMENT,1
17597372,BUSINESS-DEVELOPMENT,2
18937778,BUSINESS-DEVELOPMENT,4
14861855,BUSINESS-DEVELOPMENT,4
36170003,BUSINESS-DEVELOPMENT,4
27937592,BUSINESS-DEVELOPMENT,4
16519708,BUSINESS-DEVELOPMENT,2
17602815,BUSINESS-DEVELOPMENT,4
28337049,BUSINESS-DEVELOPMENT,1
33424600,BUSINESS-DEVELOPMENT,2
32042584,BUSINESS-DEVELOPMENT,4
14752209,BUSINESS-DEVELOPMENT,4
31273310,BUSINESS-DEVELOPMENT,4
14055971,BUSINESS-DEVELOPMENT,2
95382114,BUSINESS-DEVELOPMENT,4
23617240,HEALTHCARE,8
23138078,HEALTHCARE,8
51777546,HEALTHCARE,3
69199666,HEALTHCARE,8
93988900,HEALTHCARE,8
41910253,HEALTHCARE,8
28670024,HEALTHCARE,8
36625776,HEALTHCARE,9
96260484,HEALTHCARE,8
11378657,HEALTHCARE,8
34962725,HEALTHCARE,8
18365443,HEALTHCARE,8
26125407,HEALTHCARE,8
54934269,HEALTHCARE,6
37374340,HEALTHCARE,8
25328428,HEALTHCARE,8
56520872,HEALTHCARE,8
23944036,HEALTHCARE,8
19090468,HEALTHCARE,1
16132195,HEALTHCARE,8
27030979,HEALTHCARE,8
17960690,HEALTHCARE,8
17624934,HEALTHCARE,8
22008817,HEALTHCARE,8
20835760,HEALTHCARE,8
87520378,HEALTHCARE,8
58879993,HEALTHCARE,8
64471954,HEALTHCARE,8
18714571,HEALTHCARE,8
20748468,HEALTHCARE,8
98300955,HEALTHCARE,1
11653906,HEALTHCARE,5
10466208,HEALTHCARE,2
13352113,HEALTHCARE,8
20110597,HEALTHCARE,8
20211577,HEALTHCARE,8
12315079,HEALTHCARE,8
10480456,HEALTHCARE,8
75297735,HEALTHCARE,4
49325370,HEALTHCARE,8
21866029,HEALTHCARE,8
14667957,HEALTHCARE,8
10062724,HEALTHCARE,8
43994605,HEALTHCARE,8
23814777,HEALTHCARE,8
28745844,HEALTHCARE,2
17864043,HEALTHCARE,3
16121387,HEALTHCARE,8
10076271,HEALTHCARE,4
80876647,HEALTHCARE,8
36861863,HEALTHCARE,8
24025053,HEALTHCARE,8
17545780,HEALTHCARE,8
95011061,HEALTHCARE,8
13565152,HEALTHCARE,8
75744306,HEALTHCARE,2
26908066,HEALTHCARE,3
11704150,HEALTHCARE,0
27917969,HEALTHCARE,8
12613221,HEALTHCARE,8
15680735,HEALTHCARE,8
13575312,HEALTHCARE,1
15636923,HEALTHCARE,9
14062078,HEALTHCARE,8
37001381,HEALTHCARE,8
32219038,HEALTHCARE,8
10251432,HEALTHCARE,0
28423028,HEALTHCARE,8
46349752,HEALTHCARE,8
26958533,HEALTHCARE,0
23110214,HEALTHCARE,8
17963031,HEALTHCARE,1
60624892,HEALTHCARE,8
23918545,HEALTHCARE,8
20172393,HEALTHCARE,8
39082090,HEALTHCARE,8
98309114,HEALTHCARE,8
16702198,HEALTHCARE,8
45907524,HEALTHCARE,8
12333703,HEALTHCARE,0
15499825,HEALTHCARE,8
85417107,HEALTHCARE,3
33750209,HEALTHCARE,8
24548333,HEALTHCARE,8
16356151,HEALTHCARE,8
20736486,HEALTHCARE,8
18784594,HEALTHCARE,8
85421438,HEALTHCARE,4
33803142,HEALTHCARE,8
47996197,HEALTHCARE,4
11605833,HEALTHCARE,8
25451319,HEALTHCARE,8
91478356,HEALTHCARE,8
29134372,HEALTHCARE,3
35579812,HEALTHCARE,7
12938200,HEALTHCARE,8
31926950,HEALTHCARE,3
32563518,HEALTHCARE,1
29992154,HEALTHCARE,2
25974844,HEALTHCARE,8
18129173,HEALTHCARE,8
26585242,HEALTHCARE,8
26695839,HEALTHCARE,5
10568183,HEALTHCARE,8
24550866,HEALTHCARE,8
34594746,HEALTHCARE,2
25834360,HEALTHCARE,8
27090089,HEALTHCARE,2
35422305,HEALTHCARE,8
18484846,HEALTHCARE,2
18949843,HEALTHCARE,8
17539842,HEALTHCARE,6
36868767,HEALTHCARE,8
97169343,HEALTHCARE,3
31395710,HEALTHCARE,8
17576030,FITNESS,9
24444525,FITNESS,9
10268614,FITNESS,9
29792535,FITNESS,9
15932017,FITNESS,8
23063986,FITNESS,9
10816645,FITNESS,9
11522068,FITNESS,9
10568350,FITNESS,9
18767449,FITNESS,9
20457611,FITNESS,9
54259150,FITNESS,9
67032711,FITNESS,9
12019284,FITNESS,9
38650096,FITNESS,9
32651555,FITNESS,9
55746506,FITNESS,9
10235429,FITNESS,9
30757456,FITNESS,9
19037403,FITNESS,9
32636041,FITNESS,9
27974588,FITNESS,9
24251588,FITNESS,9
97123005,FITNESS,9
38642923,FITNESS,9
39805617,FITNESS,9
20565486,FITNESS,9
28669770,FITNESS,9
17660419,FITNESS,9
22855060,FITNESS,9
17163375,FITNESS,9
35302620,FITNESS,2
19599699,FITNESS,9
17286050,FITNESS,9
15293959,FITNESS,9
10428916,FITNESS,9
52684666,FITNESS,8
19774173,FITNESS,9
23011221,FITNESS,3
13367322,FITNESS,9
16038911,FITNESS,9
30990885,FITNESS,2
12923795,FITNESS,4
20279756,FITNESS,9
25838512,FITNESS,9
17431847,FITNESS,9
28321954,FITNESS,9
11332602,FITNESS,4
17166018,FITNESS,9
29573698,FITNESS,2
95769832,FITNESS,2
89858892,FITNESS,2
22488036,FITNESS,0
22093368,FITNESS,0
31042953,FITNESS,9
24994145,FITNESS,9
56286525,FITNESS,0
32517106,FITNESS,9
38108845,FITNESS,2
28172023,FITNESS,9
45656814,FITNESS,6
24767027,FITNESS,4
25507648,FITNESS,0
17915015,FITNESS,9
36139251,FITNESS,9
16474898,FITNESS,9
25482567,FITNESS,9
29165698,FITNESS,9
27084878,FITNESS,5
26459032,FITNESS,2
70603826,FITNESS,9
95085510,FITNESS,8
21238396,FITNESS,9
20255404,FITNESS,2
69666645,FITNESS,8
19938081,FITNESS,2
12092347,FITNESS,2
62870550,FITNESS,2
76530505,FITNESS,6
10333051,FITNESS,8
29319314,FITNESS,2
77266989,FITNESS,8
59487170,FITNESS,9
24219583,FITNESS,8
27397245,FITNESS,2
29425788,FITNESS,9
11130200,FITNESS,0
10969918,FITNESS,8
21178545,FITNESS,9
12938389,FITNESS,5
57575888,FITNESS,9
37087824,FITNESS,0
21122155,FITNESS,8
24708621,FITNESS,0
27903191,FITNESS,9
24905947,FITNESS,2
75156649,FITNESS,2
96761538,FITNESS,2
19975121,FITNESS,4
12695799,FITNESS,4
14515954,FITNESS,9
13675377,FITNESS,8
34151183,FITNESS,2
16605352,FITNESS,8
34792238,FITNESS,9
23004695,FITNESS,2
35164503,FITNESS,2
63282405,FITNESS,2
31556198,FITNESS,2
12791244,FITNESS,8
14107571,FITNESS,9
17658471,FITNESS,6
80000092,FITNESS,2
13037145,FITNESS,2
23477199,FITNESS,0
29306433,FITNESS,2
90365216,FITNESS,8
54246169,AGRICULTURE,1
28165687,AGRICULTURE,6
21134923,AGRICULTURE,4
37292350,AGRICULTURE,6
