JobID,ranked_resume_ids,matched_categories,category_rerank_applied
AI014,"[""21298336"", ""28505854"", ""11584809"", ""24647794"", ""83816738"", ""54227873"", ""50328713"", ""27152464"", ""33381211"", ""25797445""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI015,"[""83816738"", ""11584809"", ""33381211"", ""19201175"", ""26768723"", ""10641230"", ""20824105"", ""28897981"", ""51363762"", ""79541391""]","[""INFORMATION-TECHNOLOGY""]",True
AI016,"[""11584809"", ""20824105"", ""33381211"", ""31243710"", ""79541391"", ""83816738"", ""26768723"", ""11580408"", ""16533554"", ""90867631""]","[""INFORMATION-TECHNOLOGY""]",True
AI017,"[""11584809"", ""28897981"", ""19201175"", ""83816738"", ""33381211"", ""26768723"", ""79541391"", ""25990239"", ""11580408"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
AI018,"[""11584809"", ""33381211"", ""83816738"", ""19201175"", ""79541391"", ""26768723"", ""10641230"", ""31243710"", ""16533554"", ""28897981""]","[""INFORMATION-TECHNOLOGY""]",True
AI019,"[""11584809"", ""33381211"", ""79541391"", ""16533554"", ""20824105"", ""31243710"", ""11580408"", ""83816738"", ""37242217"", ""18301617""]","[""INFORMATION-TECHNOLOGY""]",True
AI020,"[""11584809"", ""33381211"", ""83816738"", ""26768723"", ""31243710"", ""20824105"", ""19201175"", ""79541391"", ""11580408"", ""28897981""]","[""INFORMATION-TECHNOLOGY""]",True
AI-F-001,"[""24647794"", ""21298336"", ""27152464"", ""50328713"", ""51363762"", ""25797445"", ""26456899"", ""12472574"", ""83816738"", ""10641230""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-002,"[""21298336"", ""24647794"", ""50328713"", ""27152464"", ""25797445"", ""51363762"", ""10641230"", ""83816738"", ""16186411"", ""26456899""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-003,"[""21298336"", ""24647794"", ""51363762"", ""25797445"", ""27152464"", ""50328713"", ""10641230"", ""16186411"", ""20674668"", ""26456899""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-004,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""27152464"", ""51363762"", ""10641230"", ""26456899"", ""20674668"", ""20566550""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-005,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""27152464"", ""51363762"", ""10641230"", ""83816738"", ""16186411"", ""26456899""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-006,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""27152464"", ""17108676"", ""51363762"", ""83816738"", ""10641230"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-007,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""27152464"", ""83816738"", ""51363762"", ""10641230"", ""20674668"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-008,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""51363762"", ""27152464"", ""17108676"", ""23234047"", ""16186411"", ""10641230""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-009,"[""24647794"", ""21298336"", ""50328713"", ""25797445"", ""83816738"", ""10641230"", ""27152464"", ""26456899"", ""51363762"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-F-010,"[""21298336"", ""24647794"", ""50328713"", ""25797445"", ""51363762"", ""27152464"", ""10641230"", ""83816738"", ""20674668"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-011,"[""51363762"", ""11584809"", ""16186411"", ""33381211"", ""83816738"", ""46260230"", ""79541391"", ""29075857"", ""26746496"", ""20674668""]","[""INFORMATION-TECHNOLOGY""]",True
AI-E-012,"[""21298336"", ""51363762"", ""27152464"", ""25797445"", ""11584809"", ""83816738"", ""24647794"", ""16186411"", ""20674668"", ""79541391""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-013,"[""51363762"", ""27152464"", ""11584809"", ""28630325"", ""12472574"", ""24647794"", ""23234047"", ""21298336"", ""37335325"", ""28697203""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-014,"[""51363762"", ""27152464"", ""12472574"", ""21298336"", ""83816738"", ""11584809"", ""24647794"", ""16186411"", ""25797445"", ""28630325""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-015,"[""51363762"", ""11584809"", ""79541391"", ""33381211"", ""36856210"", ""46260230"", ""16186411"", ""13405733"", ""83816738"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
AI-E-016,"[""51363762"", ""27152464"", ""21298336"", ""11584809"", ""28630325"", ""24647794"", ""12472574"", ""83816738"", ""16186411"", ""25797445""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-017,"[""51363762"", ""11584809"", ""16186411"", ""13405733"", ""36856210"", ""46260230"", ""28697203"", ""26746496"", ""79541391"", ""52618188""]","[""INFORMATION-TECHNOLOGY""]",True
AI-E-018,"[""27152464"", ""51363762"", ""21298336"", ""11584809"", ""24647794"", ""12472574"", ""28630325"", ""20566550"", ""25797445"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-019,"[""51363762"", ""27152464"", ""11584809"", ""24647794"", ""21298336"", ""25797445"", ""12472574"", ""28630325"", ""23234047"", ""16186411""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AI-E-020,"[""51363762"", ""11584809"", ""28697203"", ""36856210"", ""13405733"", ""16186411"", ""26746496"", ""26768723"", ""46260230"", ""79541391""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-01,"[""83816738"", ""20674668"", ""16186411"", ""28126340"", ""26746496"", ""20001721"", ""10089434"", ""13385306"", ""21780877"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-02,"[""83816738"", ""85101052"", ""30965258"", ""20674668"", ""37263609"", ""91153752"", ""28126340"", ""16186411"", ""11919526"", ""26790545""]","[""DESIGNER"", ""INFORMATION-TECHNOLOGY""]",True
AND-F-03,"[""83816738"", ""28126340"", ""20674668"", ""16186411"", ""26746496"", ""20001721"", ""70089206"", ""27485716"", ""28697203"", ""25990239""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-04,"[""83816738"", ""20674668"", ""16186411"", ""28126340"", ""26746496"", ""10265057"", ""13385306"", ""19201175"", ""70089206"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-05,"[""83816738"", ""20674668"", ""28126340"", ""16186411"", ""20001721"", ""26746496"", ""13385306"", ""30223363"", ""19201175"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-06,"[""83816738"", ""20674668"", ""28126340"", ""20001721"", ""16186411"", ""26746496"", ""70089206"", ""21780877"", ""30223363"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-07,"[""83816738"", ""20674668"", ""28126340"", ""20001721"", ""16186411"", ""70089206"", ""21780877"", ""26746496"", ""19201175"", ""17987433""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-08,"[""83816738"", ""28126340"", ""16186411"", ""20674668"", ""26746496"", ""20001721"", ""21780877"", ""10265057"", ""19201175"", ""30223363""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-09,"[""83816738"", ""20674668"", ""16186411"", ""28126340"", ""21780877"", ""26746496"", ""20001721"", ""10247517"", ""30223363"", ""70089206""]","[""INFORMATION-TECHNOLOGY""]",True
AND-F-10,"[""83816738"", ""20674668"", ""28126340"", ""16186411"", ""20001721"", ""26746496"", ""19201175"", ""21780877"", ""30223363"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-01,"[""83816738"", ""10265057"", ""20674668"", ""21780877"", ""57002858"", ""10247517"", ""16186411"", ""10641230"", ""31243710"", ""10089434""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
AND-E-02,"[""83816738"", ""20674668"", ""21780877"", ""10265057"", ""10089434"", ""10641230"", ""31243710"", ""10247517"", ""57002858"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-03,"[""83816738"", ""21780877"", ""31243710"", ""10247517"", ""57002858"", ""10265057"", ""20674668"", ""27485716"", ""16533554"", ""10641230""]","[""HR"", ""INFORMATION-TECHNOLOGY""]",True
AND-E-04,"[""83816738"", ""20674668"", ""10265057"", ""21780877"", ""57002858"", ""10089434"", ""16186411"", ""10641230"", ""31243710"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-05,"[""83816738"", ""20674668"", ""21780877"", ""10265057"", ""89413122"", ""26768723"", ""10247517"", ""16186411"", ""70089206"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-06,"[""83816738"", ""20674668"", ""21780877"", ""10247517"", ""57002858"", ""10265057"", ""89413122"", ""16186411"", ""31243710"", ""52246737""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-07,"[""83816738"", ""20674668"", ""21780877"", ""10265057"", ""31243710"", ""10641230"", ""10247517"", ""57002858"", ""16533554"", ""10089434""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-08,"[""83816738"", ""10265057"", ""21780877"", ""57002858"", ""20674668"", ""10247517"", ""31243710"", ""16533554"", ""27485716"", ""89413122""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-09,"[""83816738"", ""21780877"", ""20674668"", ""10265057"", ""57002858"", ""27485716"", ""10247517"", ""28697203"", ""10089434"", ""70089206""]","[""INFORMATION-TECHNOLOGY""]",True
AND-E-10,"[""83816738"", ""20674668"", ""21780877"", ""10265057"", ""10247517"", ""10641230"", ""70089206"", ""46260230"", ""16186411"", ""26768723""]","[""INFORMATION-TECHNOLOGY""]",True
AR-F-001,"[""83816738"", ""20674668"", ""10089434"", ""10641230"", ""26746496"", ""16186411"", ""12763627"", ""12045067"", ""31243710"", ""11580408""]","[""INFORMATION-TECHNOLOGY""]",True
AR-F-002,"[""83816738"", ""13557622"", ""20674668"", ""10641230"", ""10089434"", ""26746496"", ""16186411"", ""18198627"", ""42384185"", ""26622051""]","[""DESIGNER"", ""INFORMATION-TECHNOLOGY""]",True
AR-F-003,"[""83816738"", ""20674668"", ""10089434"", ""10641230"", ""26746496"", ""16186411"", ""11580408"", ""12763627"", ""46260230"", ""51363762""]","[""INFORMATION-TECHNOLOGY""]",True
AR-F-004,"[""13557622"", ""83816738"", ""20674668"", ""42384185"", ""10641230"", ""18198627"", ""10089434"", ""26496059"", ""26746496"", ""34317538""]","[""DESIGNER"", ""INFORMATION-TECHNOLOGY""]",True
AR-F-005,"[""83816738"", ""20674668"", ""10089434"", ""10641230"", ""26746496"", ""16186411"", ""12763627"", ""12045067"", ""11580408"", ""31243710""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-006,"[""13557622"", ""83816738"", ""20674668"", ""42384185"", ""10641230"", ""26496059"", ""10089434"", ""26746496"", ""16186411"", ""25422388""]","[""DESIGNER"", ""INFORMATION-TECHNOLOGY""]",True
AR-E-007,"[""83816738"", ""20674668"", ""10641230"", ""10089434"", ""26746496"", ""16186411"", ""31243710"", ""33381211"", ""17688766"", ""36856210""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-008,"[""83816738"", ""20674668"", ""10641230"", ""26746496"", ""10089434"", ""16186411"", ""46260230"", ""11580408"", ""33381211"", ""51363762""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-009,"[""83816738"", ""20674668"", ""10641230"", ""26746496"", ""10089434"", ""51363762"", ""16186411"", ""11580408"", ""46260230"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-010,"[""83816738"", ""20674668"", ""10641230"", ""24647794"", ""28505854"", ""28762662"", ""11981094"", ""28078163"", ""51363762"", ""64468610""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AR-E-011,"[""83816738"", ""20674668"", ""10641230"", ""51363762"", ""26746496"", ""11580408"", ""10089434"", ""16186411"", ""33381211"", ""46260230""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-012,"[""83816738"", ""20674668"", ""10641230"", ""10089434"", ""26746496"", ""51363762"", ""16186411"", ""46260230"", ""11580408"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-013,"[""83816738"", ""20674668"", ""10641230"", ""28505854"", ""24647794"", ""28762662"", ""10089434"", ""26746496"", ""11981094"", ""51363762""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AR-E-014,"[""83816738"", ""20674668"", ""10641230"", ""10089434"", ""51363762"", ""26746496"", ""11580408"", ""16186411"", ""46260230"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-015,"[""83816738"", ""20674668"", ""51363762"", ""10641230"", ""10089434"", ""11580408"", ""26746496"", ""16186411"", ""46260230"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-016,"[""83816738"", ""20674668"", ""10641230"", ""26746496"", ""10089434"", ""51363762"", ""16186411"", ""11580408"", ""46260230"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-017,"[""83816738"", ""20674668"", ""10641230"", ""51363762"", ""26746496"", ""16186411"", ""46260230"", ""10089434"", ""11580408"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-018,"[""83816738"", ""20674668"", ""10641230"", ""10089434"", ""26746496"", ""51363762"", ""11580408"", ""16186411"", ""33381211"", ""46260230""]","[""INFORMATION-TECHNOLOGY""]",True
AR-E-019,"[""83816738"", ""20674668"", ""24647794"", ""10641230"", ""28505854"", ""28762662"", ""51363762"", ""26746496"", ""46260230"", ""10089434""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
AR-E-020,"[""83816738"", ""20674668"", ""10641230"", ""51363762"", ""10089434"", ""26746496"", ""11580408"", ""16186411"", ""46260230"", ""33381211""]","[""INFORMATION-TECHNOLOGY""]",True
1,"[""83816738"", ""20674668"", ""16186411"", ""57002858"", ""26746496"", ""20824105"", ""29051656"", ""28897981"", ""10641230"", ""10089434""]","[""INFORMATION-TECHNOLOGY""]",True
2,"[""83816738"", ""20674668"", ""16186411"", ""26746496"", ""28897981"", ""29051656"", ""57002858"", ""70089206"", ""20824105"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
3,"[""83816738"", ""20674668"", ""20824105"", ""29051656"", ""57002858"", ""16186411"", ""26746496"", ""28897981"", ""10089434"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
4,"[""83816738"", ""20674668"", ""16186411"", ""29051656"", ""28897981"", ""26746496"", ""20824105"", ""57002858"", ""37242217"", ""28697203""]","[""INFORMATION-TECHNOLOGY""]",True
5,"[""83816738"", ""20674668"", ""16186411"", ""26746496"", ""29051656"", ""57002858"", ""20824105"", ""28897981"", ""37242217"", ""28697203""]","[""INFORMATION-TECHNOLOGY""]",True
6,"[""83816738"", ""20674668"", ""57002858"", ""28897981"", ""16186411"", ""29051656"", ""26746496"", ""20824105"", ""10641230"", ""70089206""]","[""INFORMATION-TECHNOLOGY""]",True
7,"[""83816738"", ""20674668"", ""16186411"", ""26746496"", ""28897981"", ""29051656"", ""20824105"", ""37242217"", ""57002858"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
8,"[""83816738"", ""20674668"", ""20824105"", ""28897981"", ""57002858"", ""16186411"", ""29051656"", ""26746496"", ""37242217"", ""10089434""]","[""INFORMATION-TECHNOLOGY""]",True
9,"[""83816738"", ""20674668"", ""20824105"", ""29051656"", ""57002858"", ""28897981"", ""16186411"", ""26746496"", ""10089434"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
10,"[""83816738"", ""20674668"", ""29051656"", ""16186411"", ""57002858"", ""26746496"", ""20824105"", ""28897981"", ""37242217"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
11,"[""83816738"", ""20674668"", ""29051656"", ""20824105"", ""57002858"", ""28897981"", ""16186411"", ""26746496"", ""31243710"", ""37242217""]","[""INFORMATION-TECHNOLOGY""]",True
12,"[""83816738"", ""20824105"", ""29051656"", ""57002858"", ""20674668"", ""28897981"", ""31243710"", ""33381211"", ""16186411"", ""21780877""]","[""INFORMATION-TECHNOLOGY""]",True
13,"[""83816738"", ""19090468"", ""98300955"", ""29051656"", ""20674668"", ""28897981"", ""20824105"", ""37242217"", ""16186411"", ""57002858""]","[""HEALTHCARE"", ""INFORMATION-TECHNOLOGY""]",True
14,"[""83816738"", ""29051656"", ""20824105"", ""28762662"", ""64468610"", ""28078163"", ""11981094"", ""20674668"", ""28897981"", ""57002858""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
15,"[""83816738"", ""20824105"", ""20674668"", ""29051656"", ""28897981"", ""57002858"", ""31243710"", ""37242217"", ""10089434"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
16,"[""83816738"", ""29051656"", ""57002858"", ""20824105"", ""28897981"", ""20674668"", ""31243710"", ""10089434"", ""21780877"", ""10247517""]","[""INFORMATION-TECHNOLOGY""]",True
17,"[""83816738"", ""29051656"", ""20674668"", ""20824105"", ""28897981"", ""57002858"", ""31243710"", ""16186411"", ""37242217"", ""10089434""]","[""INFORMATION-TECHNOLOGY""]",True
18,"[""83816738"", ""21297521"", ""29051656"", ""39247950"", ""20674668"", ""57002858"", ""20824105"", ""99124477"", ""28897981"", ""31243710""]","[""BANKING"", ""INFORMATION-TECHNOLOGY""]",True
19,"[""83816738"", ""20674668"", ""29051656"", ""57002858"", ""20824105"", ""28897981"", ""31243710"", ""33381211"", ""10089434"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
20,"[""83816738"", ""20824105"", ""57002858"", ""31243710"", ""29051656"", ""20674668"", ""28897981"", ""10089434"", ""37242217"", ""10641230""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-001,"[""83816738"", ""29051656"", ""20408458"", ""30223363"", ""22450718"", ""79541391"", ""31243710"", ""13385306"", ""11584809"", ""16186411""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-002,"[""83816738"", ""29051656"", ""30223363"", ""20408458"", ""16186411"", ""22450718"", ""31243710"", ""26746496"", ""79541391"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-003,"[""83816738"", ""29051656"", ""20408458"", ""30223363"", ""22450718"", ""79541391"", ""13385306"", ""31243710"", ""16186411"", ""11584809""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-004,"[""83816738"", ""29051656"", ""20408458"", ""30223363"", ""79541391"", ""22450718"", ""16186411"", ""26746496"", ""31243710"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-005,"[""83816738"", ""29051656"", ""20408458"", ""30223363"", ""31243710"", ""22450718"", ""79541391"", ""13385306"", ""16186411"", ""11584809""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-006,"[""83816738"", ""29051656"", ""30223363"", ""20408458"", ""22450718"", ""31243710"", ""79541391"", ""16186411"", ""26746496"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-007,"[""83816738"", ""29051656"", ""30223363"", ""20408458"", ""31243710"", ""13385306"", ""16186411"", ""22450718"", ""79541391"", ""26746496""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-008,"[""83816738"", ""29051656"", ""12011623"", ""30223363"", ""20408458"", ""31243710"", ""79541391"", ""56691064"", ""16186411"", ""38535335""]","[""ENGINEERING"", ""INFORMATION-TECHNOLOGY""]",True
BDS-F-009,"[""83816738"", ""29051656"", ""20408458"", ""30223363"", ""13385306"", ""31243710"", ""79541391"", ""22450718"", ""16186411"", ""26746496""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-F-010,"[""83816738"", ""29051656"", ""30223363"", ""20408458"", ""16186411"", ""31243710"", ""22450718"", ""26746496"", ""79541391"", ""13385306""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-E-011,"[""20824105"", ""29051656"", ""31243710"", ""83816738"", ""30223363"", ""79541391"", ""10247517"", ""13385306"", ""20408458"", ""11584809""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-E-012,"[""29051656"", ""83816738"", ""20824105"", ""30223363"", ""10247517"", ""31243710"", ""79541391"", ""18067556"", ""13385306"", ""11584809""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-E-013,"[""29051656"", ""20824105"", ""79541391"", ""30223363"", ""18067556"", ""83816738"", ""13385306"", ""31243710"", ""10247517"", ""20408458""]","[""INFORMATION-TECHNOLOGY""]",True
BDS-E-014,"[""29051656"", ""20824105"", ""18067556"", ""79541391"", ""30223363"", ""13385306"", ""31243710"", ""10247517"", ""83816738"", ""11584809""]","[""INFORMATION-TECHNOLOGY""]",True
