antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'word', 'communication'})",frozenset({'powerpoint'}),0.10950080515297907,0.17954911433172302,0.06682769726247988,0.6102941176470589,3.3990371933526777,1.0,0.04716692467865191,2.105307933035579,0.7925880738142445,0.3007246376811595,0.5250101021762975,0.4912457135320496
"frozenset({'leadership', 'teamwork', 'problem solving', 'communication'})",frozenset({'time management'}),0.07769726247987117,0.21739130434782608,0.05475040257648953,0.7046632124352332,3.241450777202073,1.0,0.03785969334173493,2.649885583524028,0.7497496597940791,0.22780569514237858,0.6226252158894647,0.47825753214354255
"frozenset({'problem solving', 'teamwork', 'communication'})",frozenset({'time management'}),0.09702093397745572,0.21739130434782608,0.06723027375201288,0.6929460580912863,3.187551867219917,1.0,0.04613876636560946,2.5487661574618095,0.7600171925431347,0.27198697068403904,0.6076532964499769,0.5011026586752727
"frozenset({'leadership', 'problem solving', 'teamwork'})",frozenset({'time management'}),0.08132045088566828,0.21739130434782608,0.05555555555555555,0.6831683168316831,3.1425742574257423,1.0,0.037877196667366796,2.4701086956521734,0.7421407613458827,0.22847682119205298,0.5951595159515951,0.4693619361936193
"frozenset({'problem solving', 'teamwork'})",frozenset({'time management'}),0.1034621578099839,0.21739130434782608,0.06964573268921095,0.6731517509727627,3.0964980544747083,1.0,0.04715395925225793,2.394409937888199,0.755187906694249,0.27724358974358976,0.582360570687419,0.49676106067156656
frozenset({'data entry'}),"frozenset({'excel', 'communication', 'microsoft office'})",0.13003220611916264,0.20128824476650564,0.08091787439613526,0.6222910216718266,3.0915417956656346,1.0,0.054743919863292544,2.1146221060690054,0.7776572942782616,0.32315112540192925,0.5271022670528313,0.5121455108359133
"frozenset({'time management', 'leadership', 'problem solving', 'communication'})",frozenset({'teamwork'}),0.09259259259259259,0.1928341384863124,0.05475040257648953,0.591304347826087,3.066388308977036,1.0,0.03689538975368283,1.9749802994483847,0.7426470588235294,0.23734729493891799,0.49366583541147135,0.4376145956249433
"frozenset({'communication', 'data entry'})","frozenset({'excel', 'microsoft office'})",0.10748792270531402,0.24758454106280192,0.08091787439613526,0.7528089887640449,3.0406138668128255,1.0,0.05430552638334617,3.043862538427755,0.7519439339163453,0.29515418502202645,0.6714700524825509,0.5398191285283639
"frozenset({'time management', 'leadership', 'problem solving'})","frozenset({'teamwork', 'communication'})",0.10225442834138486,0.17753623188405798,0.05475040257648953,0.5354330708661418,3.0159087256950023,1.0,0.03659653667530164,1.7703881110292312,0.7445594829860195,0.24329159212880141,0.43515210378438385,0.42191154677093934
"frozenset({'leadership', 'teamwork', 'communication'})",frozenset({'time management'}),0.08816425120772947,0.21739130434782608,0.05756843800322061,0.6529680365296804,3.00365296803653,1.0,0.0384022964363229,2.2551487414187643,0.7315704163386282,0.23214285714285712,0.556570268899036,0.4588914256722476
"frozenset({'time management', 'teamwork'})","frozenset({'leadership', 'problem solving', 'communication'})",0.07890499194847021,0.23107890499194847,0.05475040257648953,0.6938775510204082,3.002773234729432,1.0,0.03651712343863853,2.511808910359635,0.7241104483751543,0.21451104100946375,0.6018805427930334,0.4654056744649079
"frozenset({'excel', 'data entry'})","frozenset({'communication', 'microsoft office'})",0.10064412238325282,0.26811594202898553,0.08091787439613526,0.8039999999999999,2.998702702702702,1.0,0.053933580713668924,3.734102336586807,0.7411109181041969,0.28111888111888106,0.7321980198019802,0.5529009009009008
frozenset({'data entry'}),"frozenset({'excel', 'microsoft office'})",0.13003220611916264,0.24758454106280192,0.09541062801932366,0.7337461300309598,2.963618515442121,1.0,0.06321666394392712,2.8259324794966862,0.7616082568431165,0.3380884450784593,0.6461345034761392,0.5595559918447481
"frozenset({'time management', 'leadership', 'teamwork'})","frozenset({'problem solving', 'communication'})",0.059178743961352656,0.31843800322061194,0.05475040257648953,0.9251700680272109,2.905338115018447,1.0,0.03590564151633255,9.108146684233644,0.6970569357396361,0.16957605985037408,0.8902081801415193,0.5485521642285233
"frozenset({'excel', 'communication', 'data entry'})",frozenset({'microsoft office'}),0.08454106280193237,0.3329307568438003,0.08091787439613526,0.9571428571428571,2.8749006736914837,1.0,0.05277155437310867,15.564949006977969,0.71238792843172,0.2404306220095694,0.9357530821622553,0.6000950077733632
"frozenset({'time management', 'teamwork', 'communication'})","frozenset({'leadership', 'problem solving'})",0.07367149758454106,0.25966183574879226,0.05475040257648953,0.7431693989071039,2.8620663362561953,1.0,0.035620726271324885,2.8825932778291707,0.702344888411688,0.1965317919075145,0.6530901505629397,0.4770110560426992
"frozenset({'time management', 'problem solving', 'communication'})",frozenset({'teamwork'}),0.12198067632850242,0.1928341384863124,0.06723027375201288,0.551155115511551,2.8581822691663734,1.0,0.043708235120228395,1.7983180591077008,0.7404475780213987,0.2715447154471544,0.4439248413619416,0.44989906088729953
"frozenset({'leadership', 'teamwork'})",frozenset({'time management'}),0.09541062801932366,0.21739130434782608,0.059178743961352656,0.6202531645569621,2.853164556962026,1.0,0.03843730308758664,2.060869565217392,0.7180185825999291,0.2333333333333333,0.5147679324894516,0.4462376933895922
"frozenset({'excel', 'data entry'})",frozenset({'microsoft office'}),0.10064412238325282,0.3329307568438003,0.09541062801932366,0.948,2.847438935912938,1.0,0.06190310418238724,12.828254676080753,0.7214132188011135,0.28214285714285714,0.9220470730235365,0.6172889963724304
"frozenset({'time management', 'leadership', 'problem solving'})",frozenset({'teamwork'}),0.10225442834138486,0.1928341384863124,0.05555555555555555,0.5433070866141733,2.8174839314188027,1.0,0.035837410959934236,1.7674149036592817,0.7185481250406187,0.2319327731092437,0.4342018968327214,0.41570364769122026
"frozenset({'time management', 'teamwork'})","frozenset({'leadership', 'problem solving'})",0.07890499194847021,0.25966183574879226,0.05555555555555555,0.7040816326530611,2.7115329852871377,1.0,0.035066940496472104,2.50183241712477,0.6852766798418972,0.1963015647226173,0.6002929720011985,0.4590175605125771
"frozenset({'time management', 'teamwork'})","frozenset({'problem solving', 'communication'})",0.07890499194847021,0.31843800322061194,0.06723027375201288,0.8520408163265305,2.6756882272504443,1.0,0.04210392567180356,4.60641901271586,0.6799129014697877,0.2036585365853658,0.7829116289161853,0.5315829871771717
"frozenset({'communication', 'attention to detail'})",frozenset({'adaptability'}),0.14895330112721417,0.1892109500805153,0.07447665056360708,0.5,2.6425531914893616,1.0,0.0462930549396978,1.6215780998389695,0.7303689687795648,0.282442748091603,0.3833167825223436,0.44680851063829785
"frozenset({'leadership', 'teamwork'})","frozenset({'problem solving', 'communication'})",0.09541062801932366,0.31843800322061194,0.07769726247987117,0.8143459915611815,2.557314087279361,1.0,0.04731489260737318,3.6711407553798865,0.6731946567789868,0.2311377245508982,0.7276051051612373,0.5291704673355844
frozenset({'data entry'}),"frozenset({'communication', 'microsoft office'})",0.13003220611916264,0.26811594202898553,0.08776167471819646,0.6749226006191951,2.5172788887959165,1.0,0.05289796728044995,2.251414768806073,0.6928367346072368,0.2827496757457847,0.5558348404499893,0.5011249639732611
"frozenset({'time management', 'leadership', 'teamwork', 'communication'})",frozenset({'problem solving'}),0.05756843800322061,0.3788244766505636,0.05475040257648953,0.951048951048951,2.5105266678061575,1.0,0.032942069178329064,12.689728548424199,0.6384306606025579,0.14345991561181437,0.9211961078454921,0.5477880249399909
"frozenset({'time management', 'leadership', 'teamwork'})",frozenset({'problem solving'}),0.059178743961352656,0.3788244766505636,0.05555555555555555,0.9387755102040816,2.4781279142900514,1.0,0.03313719884555843,10.145866881374117,0.633988204870607,0.14526315789473682,0.9014376975676854,0.5427140037736667
"frozenset({'communication', 'data entry'})",frozenset({'microsoft office'}),0.10748792270531402,0.3329307568438003,0.08776167471819646,0.8164794007490637,2.4524000380419277,1.0,0.05197563926034836,3.634846692300109,0.6635609737930008,0.24885844748858452,0.7248852332291335,0.5400413932403118
frozenset({'inventory management'}),frozenset({'customer service'}),0.08413848631239935,0.2834138486312399,0.05837359098228664,0.6937799043062202,2.4479393214441063,1.0,0.034527578758482634,2.3401016505636076,0.6458325123152711,0.18880208333333334,0.572668136121714,0.4498729066985646
"frozenset({'time management', 'teamwork', 'communication'})",frozenset({'problem solving'}),0.07367149758454106,0.3788244766505636,0.06723027375201288,0.912568306010929,2.408947579310465,1.0,0.03932170723548585,7.104695048309179,0.6313969193295287,0.1745036572622779,0.8592480052697004,0.5450195408906929
frozenset({'data entry'}),frozenset({'microsoft office'}),0.13003220611916264,0.3329307568438003,0.10305958132045089,0.7925696594427245,2.3805840798739153,1.0,0.059767860523129025,3.2158711274545158,0.6666166560620084,0.2863534675615213,0.6890422655737644,0.5510611296004433
"frozenset({'time management', 'teamwork'})",frozenset({'problem solving'}),0.07890499194847021,0.3788244766505636,0.06964573268921095,0.8826530612244898,2.329978962892277,1.0,0.03975459040921479,5.293495764195199,0.6197097699987874,0.17946058091286304,0.811088920338064,0.5332500162658049
"frozenset({'leadership', 'teamwork', 'communication'})",frozenset({'problem solving'}),0.08816425120772947,0.3788244766505636,0.07769726247987117,0.8812785388127853,2.326350574294324,1.0,0.04429848615681423,5.232209215904863,0.6252685035857666,0.19958634953464321,0.8088761441419045,0.5431897476210579
"frozenset({'leadership', 'attention to detail'})","frozenset({'customer service', 'communication'})",0.10426731078904992,0.23832528180354268,0.055958132045088566,0.5366795366795366,2.2518783262026503,1.0,0.031108595818390677,1.643947933440687,0.6206385902513943,0.19522471910112354,0.3917082289175311,0.38573841698841693
"frozenset({'leadership', 'teamwork'})",frozenset({'problem solving'}),0.09541062801932366,0.3788244766505636,0.08132045088566828,0.8523206751054853,2.2499091997471043,1.0,0.04517656965934639,4.20624568668047,0.6141323745191609,0.2069672131147541,0.7622583000401979,0.5334929624199052
frozenset({'attention to detail'}),"frozenset({'customer service', 'communication'})",0.1747181964573269,0.23832528180354268,0.08816425120772947,0.5046082949308756,2.1173091294059034,1.0,0.04652448780083031,1.5375201288244766,0.639420870921038,0.27137546468401486,0.3496020108923334,0.437270363681654
"frozenset({'time management', 'leadership'})","frozenset({'problem solving', 'communication'})",0.13768115942028986,0.31843800322061194,0.09259259259259259,0.6725146198830408,2.11191696054295,1.0,0.04874967910569674,2.0811982401656306,0.6105590062111801,0.25470653377630115,0.5195075698697422,0.48164289780498437
"frozenset({'communication', 'attention to detail'})",frozenset({'customer service'}),0.14895330112721417,0.2834138486312399,0.08816425120772947,0.591891891891892,2.0884367321867323,1.0,0.0459488228689377,1.7558733510360351,0.6123905427180398,0.256140350877193,0.4304828423929548,0.45148571867321874
"frozenset({'time management', 'customer service'})","frozenset({'problem solving', 'communication'})",0.07648953301127215,0.31843800322061194,0.050724637681159424,0.6631578947368421,2.0825337680484393,1.0,0.02636746352177284,2.0233871779388077,0.562869320933837,0.14736842105263157,0.5057792147231635,0.4112249650675361
"frozenset({'time management', 'leadership', 'communication'})",frozenset({'problem solving'}),0.1179549114331723,0.3788244766505636,0.09259259259259259,0.7849829351535836,2.0721547406179615,1.0,0.04790838500055751,2.888959180021982,0.5866032980771138,0.22908366533864538,0.6538545760994826,0.5147018820295017
"frozenset({'leadership', 'attention to detail'})",frozenset({'customer service'}),0.10426731078904992,0.2834138486312399,0.061191626409017714,0.5868725868725868,2.0707265707265705,1.0,0.03164082657186347,1.7345403103225125,0.5772678888231816,0.187422934648582,0.4234783740401717,0.4013908388908389
"frozenset({'time management', 'customer service', 'communication'})",frozenset({'problem solving'}),0.06481481481481481,0.3788244766505636,0.050724637681159424,0.7826086956521741,2.0658873538788525,1.0,0.026171199379734004,2.8574074074074094,0.5517051705170517,0.1290983606557377,0.6500324044069996,0.45825440096104986
"frozenset({'leadership', 'communication', 'attention to detail'})",frozenset({'customer service'}),0.09581320450885668,0.2834138486312399,0.055958132045088566,0.5840336134453782,2.0607095110771585,1.0,0.028803343005541424,1.7227020608663124,0.5692742333292761,0.17310087173100872,0.41951657067321313,0.39073839763178
frozenset({'attention to detail'}),frozenset({'customer service'}),0.1747181964573269,0.2834138486312399,0.10144927536231885,0.5806451612903226,2.0487536656891496,1.0,0.05193171887843877,1.7087823609562742,0.6202710027100272,0.2844243792325057,0.414787966654585,0.4692998533724341
"frozenset({'time management', 'communication'})","frozenset({'leadership', 'problem solving'})",0.1747181964573269,0.25966183574879226,0.09259259259259259,0.5299539170506912,2.0409388061301037,1.0,0.04722494496176496,1.5750331533579611,0.6180063626723225,0.27090694935217907,0.36509272971936757,0.4432715321687565
"frozenset({'word', 'organization'})",frozenset({'excel'}),0.055152979066022546,0.48389694041867953,0.05394524959742351,0.9781021897810218,2.0213026950216793,1.0,0.027256891772399715,23.56870638754688,0.53476333712774,0.1112033195020747,0.9575708575788284,0.5447915275028237
"frozenset({'powerpoint', 'word', 'communication'})",frozenset({'excel'}),0.06682769726247988,0.48389694041867953,0.06521739130434782,0.9759036144578312,2.0167592165667663,1.0,0.03287967306380805,21.41827697262473,0.5402592699112687,0.13432835820895522,0.9533109035204779,0.5553394944169356
"frozenset({'powerpoint', 'word'})",frozenset({'excel'}),0.08172302737520129,0.48389694041867953,0.07971014492753623,0.9753694581280787,2.0156553527372276,1.0,0.04016462201892433,20.953784219001545,0.5487270778809578,0.16404308202154103,0.9522759235492569,0.5700474578493971
"frozenset({'powerpoint', 'word'})","frozenset({'excel', 'communication'})",0.08172302737520129,0.3965378421900161,0.06521739130434782,0.7980295566502462,2.0124928108824482,1.0,0.03281111837174989,2.987873610620163,0.5478780695060104,0.15789473684210525,0.665313821693937,0.48124828086319416
frozenset({'word'}),"frozenset({'excel', 'communication'})",0.1320450885668277,0.3965378421900161,0.10507246376811594,0.7957317073170731,2.0066980314473195,1.0,0.052711589276036516,2.954262503905592,0.5779896075462578,0.24809885931558934,0.6615060446801931,0.5303531633032066
"frozenset({'time management', 'customer service'})",frozenset({'problem solving'}),0.07648953301127215,0.3788244766505636,0.057971014492753624,0.7578947368421052,2.000648805861625,1.0,0.028994907180512442,2.565724987747671,0.5415879589266686,0.1458966565349544,0.610246614592216,0.45546171486101006
"frozenset({'word', 'communication'})",frozenset({'excel'}),0.10950080515297907,0.48389694041867953,0.10507246376811594,0.9595588235294117,1.9829817950474697,1.0,0.05208535918120739,12.761821109647174,0.5566641031503538,0.21516900247320694,0.9216412774158023,0.5883484633454047
"frozenset({'microsoft office', 'data entry'})","frozenset({'excel', 'communication'})",0.10305958132045089,0.3965378421900161,0.08091787439613526,0.78515625,1.9800285532994926,1.0,0.04005085040231718,2.808842043624652,0.5518279339389229,0.19326923076923078,0.643981404269513,0.4946085818527919
frozenset({'word'}),frozenset({'excel'}),0.1320450885668277,0.48389694041867953,0.12640901771336555,0.9573170731707318,1.978349092975123,1.0,0.06251280335856406,12.091557395905244,0.5697623577514388,0.2582236842105263,0.9172976675164568,0.6092741771843676
"frozenset({'leadership', 'word', 'communication'})",frozenset({'excel'}),0.05314009661835749,0.48389694041867953,0.050724637681159424,0.9545454545454546,1.9726213885947665,1.0,0.025010307513983216,11.354267310789062,0.5207321023647554,0.10430463576158942,0.9119273861863565,0.5296853728634094
"frozenset({'leadership', 'word'})",frozenset({'excel'}),0.06642512077294686,0.48389694041867953,0.06320450885668277,0.9515151515151515,1.9663590984722434,1.0,0.031061596147712513,10.64462560386474,0.5264129333146562,0.12975206611570247,0.9060558785987802,0.5410653960570766
"frozenset({'time management', 'leadership'})",frozenset({'problem solving'}),0.13768115942028986,0.3788244766505636,0.10225442834138486,0.7426900584795322,1.9605123329045249,1.0,0.05009743517935074,2.4141139657444004,0.5681532455501885,0.24684159378036924,0.5857693488419689,0.5063078347658022
"frozenset({'leadership', 'word'})","frozenset({'excel', 'communication'})",0.06642512077294686,0.3965378421900161,0.050724637681159424,0.7636363636363637,1.9257591139824644,1.0,0.02438456362264386,2.5531091291960863,0.5149284379556048,0.12304687500000001,0.6083206986475833,0.445777572681126
"frozenset({'microsoft office', 'data entry'})",frozenset({'excel'}),0.10305958132045089,0.48389694041867953,0.09541062801932366,0.9257812499999999,1.9131785565723791,1.0,0.045540411937527385,6.95380964488515,0.5321531107727504,0.1941031941031941,0.8561939352574099,0.5614763155158069
"frozenset({'microsoft office', 'communication', 'data entry'})",frozenset({'excel'}),0.08776167471819646,0.48389694041867953,0.08091787439613526,0.9220183486238532,1.9054023111328215,1.0,0.03845026851398062,6.618262764042818,0.5208906921702169,0.16488925348646433,0.8489029469435658,0.5446198232303958
frozenset({'powerpoint'}),"frozenset({'excel', 'communication'})",0.17954911433172302,0.3965378421900161,0.13325281803542674,0.742152466367713,1.8715804329516743,1.0,0.0620547996711968,2.340383672897851,0.5676052287504189,0.30090909090909096,0.5727196307254164,0.5390965377523844
"frozenset({'powerpoint', 'leadership'})","frozenset({'excel', 'communication'})",0.09380032206119163,0.3965378421900161,0.06924315619967794,0.7381974248927039,1.8616065009476919,1.0,0.032047778892804454,2.305027586388955,0.5107368301426757,0.16443594646271512,0.5661657127641605,0.4564083571164027
frozenset({'powerpoint'}),frozenset({'excel'}),0.17954911433172302,0.48389694041867953,0.16143317230273752,0.899103139013453,1.8580467531692324,1.0,0.07454990522273307,5.115154768294868,0.5628617367278566,0.32157177225340816,0.8045024940011053,0.616356893965961
"frozenset({'powerpoint', 'communication'})",frozenset({'excel'}),0.14855072463768115,0.48389694041867953,0.13325281803542674,0.897018970189702,1.853739702122479,1.0,0.061369576886275076,5.011632341723881,0.5409012020312401,0.2669354838709678,0.8004642136904989,0.5861966731148177
"frozenset({'time management', 'communication'})",frozenset({'problem solving'}),0.1747181964573269,0.3788244766505636,0.12198067632850242,0.6981566820276498,1.842955577212202,1.0,0.055793146994225204,2.0579402834630183,0.5542268373178783,0.28264925373134325,0.514077250911654,0.5100772783145688
"frozenset({'organization', 'microsoft office'})",frozenset({'excel'}),0.09742351046698873,0.48389694041867953,0.08494363929146538,0.871900826446281,1.801831657980501,1.0,0.03780070065164234,4.028933561892889,0.4930431951837181,0.1711273317112733,0.751795361070641,0.523720795918648
"frozenset({'powerpoint', 'leadership'})",frozenset({'excel'}),0.09380032206119163,0.48389694041867953,0.08091787439613526,0.8626609442060086,1.7827369262959445,1.0,0.035528185540437865,3.75787540257649,0.48451213501572543,0.16288492706645058,0.7338921883055579,0.5149411210214735
"frozenset({'leadership', 'attention to detail'})","frozenset({'problem solving', 'communication'})",0.10426731078904992,0.31843800322061194,0.059178743961352656,0.5675675675675675,1.7823487204018176,1.0,0.02597606971250463,1.5761121175523347,0.4900374531835205,0.1627906976744186,0.36552737025270987,0.37670413776608463
"frozenset({'powerpoint', 'problem solving'})",frozenset({'excel'}),0.06964573268921095,0.48389694041867953,0.05998389694041868,0.861271676300578,1.7798659267309782,1.0,0.026282539978892287,3.720242887815351,0.47096030365424774,0.12153344208809136,0.731200346279747,0.4926158714281592
"frozenset({'powerpoint', 'leadership', 'communication'})",frozenset({'excel'}),0.08091787439613526,0.48389694041867953,0.06924315619967794,0.8557213930348259,1.768395956987111,1.0,0.03008724435420508,3.5771281026153594,0.47277144516089603,0.13972380178716493,0.7204461312780869,0.49940811748247116
frozenset({'time management'}),"frozenset({'problem solving', 'communication'})",0.21739130434782608,0.31843800322061194,0.12198067632850242,0.5611111111111111,1.7620733249051832,1.0,0.052755023454456346,1.5529260686112638,0.5526219288595525,0.2947470817120622,0.35605434140578857,0.47208526478437984
"frozenset({'leadership', 'customer service'})","frozenset({'problem solving', 'communication'})",0.16626409017713364,0.31843800322061194,0.09178743961352658,0.5520581113801454,1.7336439300483957,1.0,0.03884263473022838,1.5215411063237152,0.5075711369200403,0.2336065573770492,0.3427716176422216,0.4201504210503761
"frozenset({'organization', 'communication', 'microsoft office'})",frozenset({'excel'}),0.07246376811594203,0.48389694041867953,0.0607890499194847,0.8388888888888888,1.733610648918469,1.0,0.02572405423697169,3.2033983008495737,0.45622930463576156,0.12266450040617383,0.6878315132605302,0.48225642447772227
frozenset({'time management'}),frozenset({'problem solving'}),0.21739130434782608,0.3788244766505636,0.14090177133655393,0.6481481481481481,1.7109458023379382,1.0,0.058548624238605323,1.7654462242562927,0.530952380952381,0.30946065428824043,0.4335709656513286,0.5100464438934151
"frozenset({'time management', 'teamwork', 'problem solving'})","frozenset({'leadership', 'communication'})",0.06964573268921095,0.464573268921095,0.05475040257648953,0.7861271676300577,1.6921489466144397,1.0,0.02239485687465803,2.5034817426121765,0.43965561127090375,0.11418975650713685,0.600556304054935,0.45198906041814846
frozenset({'data entry'}),"frozenset({'excel', 'communication'})",0.13003220611916264,0.3965378421900161,0.08454106280193237,0.65015479876161,1.6395781930191262,1.0,0.03297837237223221,1.7249405041825208,0.4483924990634848,0.1912568306010929,0.42026985998921895,0.4316763841523786
"frozenset({'leadership', 'attention to detail'})",frozenset({'problem solving'}),0.10426731078904992,0.3788244766505636,0.0644122383252818,0.6177606177606176,1.6307304723882827,1.0,0.024913228883858295,1.6250955610858986,0.4318005617977527,0.15384615384615383,0.3846515713009554,0.39389624936915046
"frozenset({'leadership', 'communication', 'attention to detail'})",frozenset({'problem solving'}),0.09581320450885668,0.3788244766505636,0.059178743961352656,0.6176470588235294,1.6304307057573295,1.0,0.022882356907071605,1.624612907221603,0.4276385531950982,0.14244186046511628,0.3844687583393695,0.386931924735888
"frozenset({'communication', 'data entry'})",frozenset({'excel'}),0.10748792270531402,0.48389694041867953,0.08454106280193237,0.7865168539325842,1.6253809194413804,1.0,0.0325279858728714,2.417535384354606,0.4310973645209099,0.1667990468625894,0.5863555890550227,0.4806128362840958
frozenset({'interpersonal'}),"frozenset({'excel', 'communication'})",0.08373590982286634,0.3965378421900161,0.05394524959742351,0.6442307692307692,1.624638812963686,1.0,0.020740792602446316,1.696217957087522,0.41961545523699606,0.12653446647780925,0.41045312259455013,0.3901356891839125
"frozenset({'teamwork', 'problem solving'})","frozenset({'leadership', 'communication'})",0.1034621578099839,0.464573268921095,0.07769726247987117,0.7509727626459144,1.6164786329397325,1.0,0.029631509616456754,2.1500729669887275,0.4253823192054182,0.15845648604269294,0.5348995055732717,0.45910856503179603
frozenset({'data entry'}),frozenset({'excel'}),0.13003220611916264,0.48389694041867953,0.10064412238325282,0.7739938080495357,1.5995013470840653,1.0,0.03772193568629892,2.2835792910241994,0.43082646922720963,0.19607843137254904,0.5620909666108007,0.4909902484507246
"frozenset({'leadership', 'customer service', 'communication'})",frozenset({'problem solving'}),0.15177133655394526,0.3788244766505636,0.09178743961352658,0.6047745358090185,1.5964505281079724,1.0,0.03429274247292171,1.5716991429713925,0.4404595375481894,0.20917431192660552,0.3637459150677913,0.4235349831011086
frozenset({'teamwork'}),"frozenset({'problem solving', 'communication'})",0.1928341384863124,0.31843800322061194,0.09702093397745572,0.5031315240083507,1.5799983636368433,1.0,0.035615215965107444,1.3717151111652388,0.45478627083742923,0.23420796890184642,0.2709856501103031,0.40390457363502236
"frozenset({'leadership', 'customer service'})",frozenset({'problem solving'}),0.16626409017713364,0.3788244766505636,0.09943639291465378,0.5980629539951574,1.5787336638936993,1.0,0.036451485967519015,1.5454547659235978,0.43968471488865907,0.22312556458897922,0.35294126877768695,0.430274835127228
"frozenset({'organization', 'microsoft office'})","frozenset({'excel', 'communication'})",0.09742351046698873,0.3965378421900161,0.0607890499194847,0.6239669421487604,1.5735369383731175,1.0,0.022156941300328546,1.6048114526375397,0.4038317254579934,0.14033457249070633,0.37687383875751884,0.38863321726727357
